,Cd_Exercicio,Ds_Funcao,Ds_SubFuncao,Ds_Orgao,ProjetoAtividade,Ds_Projeto_Atividade,Vl_Orcado_Ano,Vl_Orcado_Atualizado,Vl_Liquidado
1941,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1417,Apoio a Realização à Diversos Eventos do Calendário Municipal da Cidade,100000,100000.0,0.0
1942,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1418,Promoção de Campanhas e Eventos de Interesse do Município,200000,200000.0,0.0
1943,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1419,Fornecimento de Infraestrutura para Realização de Eventos da SVMA,70000,70000.0,0.0
1944,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1420,Fornecimento de Infraestrutura e Serviços para Realização do Evento MARCHA PARA JESUS,800000,155000.0,0.0
1945,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1421,"Fornecimento de Infraestrutura e Serviços para Realização dos Eventos: 40ª Feira de Artes da Vila Madalena - Lei 15.252/2010, 13º Santo Antônio na Chácara - Lei 15.109/2010 e 5ª Feira Cultural do Jabaquara - Feira de Artes e Gastronomia",145000,125000.0,0.0
1946,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1422,"Fornecimento de Infraestrutura e Serviços para Realização dos Eventos: Festa do Bolo do Bixiga em Comemoração ao Aniversário da Cidade de São Paulo Lei 16.144/2015, Festa do Jardim São Nicolau e La Feria Latina Soy Latino Lei 14.485/2007",115000,115000.0,0.0
1947,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1423,"Fornecimento de Infraestrutura e Serviços para Realização dos Eventos 24ª FESTA DAS NAÇÕES no Cangaíba Lei 15.927/2013, FESTA JUNINA no Cangaíba Lei 16.038/2014 e 5ª FESTA ARRAIAL SÃO JOÃO nas ruas do Brás Lei 15.785/2013.",170000,170000.0,0.0
1948,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1424,Apoio para Eventos na Cidade de São Paulo,250000,250000.0,0.0
1949,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1425,Apoio à Estrutura dos Eventos na Cidade de São Paulo,500000,350000.0,0.0
1950,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1426,Eventos,300000,0.0,0.0
1951,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1595,"Associação Brasileira de Pipa, Rua Professora Jaçanã Altair, 13 A, Jd. Santo André-SP cep: 08390-230 , CNPJ: 17.285.190/0001-33",100000,100000.0,0.0
1952,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1633,Eventos Diversos,400000,400000.0,0.0
1953,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1635,"Eventos (Palco, Som, Iluminação, DJ, Tendas etc)",200000,200000.0,0.0
1954,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1636,Promoção de Eventos da Cidade de São Paulo,200000,200000.0,0.0
1955,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1637,Realização da Comemoração à Paixão de Cristo no Bairro do Sol Nascente,100000,100000.0,0.0
1956,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1644,"Reforma de Sala (Depósito) e Montagem de Um Mini Auditório, Compra de Materiais Pendentes para o Laboratório de Informática e Compra de Materiais Novos para Aula de Educação Física da Escola Estadual Brigadeiro Gavião Peixoto",100000,100000.0,0.0
1957,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1645,"Manutenção da Quadra Esportiva: Pintura, Troca de Traves, Tabelas de Basquete e Redes e Compra de Materiais Novos para Aula de Educação Física da Escola Estadual Professor Miguel Oliva Feitosa",70000,70000.0,0.0
1958,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1984,Realização de eventos na cidade de São Paulo,210000,210000.0,0.0
1959,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1988,Realização de Eventos na Cidade de São Paulo,300000,272000.0,0.0
1961,2017,Administração,Administração Geral,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1634,Ações de Políticas Publicas,3000000,2470000.0,0.0
1977,2017,Cultura,Difusão Cultural,SECRETARIA MUNICIPAL DE DESESTATIZAÇÃO E PARCERIAS,1932,Realização de Eventos Culturais,400000,0.0,0.0
1981,2017,Cultura,Difusão Cultural,PREFEITURA REGIONAL PERUS,1948,Circuito de Musica de Perus e Anhanguera,100000,0.0,0.0
2002,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1214,Obras nos Limites Administrativos da Prefeitura Regional Perus,100000,100000.0,83616.21
2003,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1638,Reforma de Prédio Público Localizado (Antiga Sede da GCM) Embaixo do Viaduto Deputado Ulysses Guimarães - Perus - Subprefeitura de Perus,250000,150000.0,0.0
2004,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1665,Reforma Completa da Pista de Skate localizada na Rua Bernardo José de Lorena São Paulo - SP,50000,50000.0,0.0
2005,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1666,"Manutenção da Passarela, Materiais que Sejam Mais Duradouros como: Vigas e Paredes de Concreto, Ponto de Referência: Pista de Skate, CEU Perus",100000,100000.0,28370.05
2006,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1678,"Revitalização, Instalação de Aparelhos de Ginástica para 3ª Idade da Praça situada à Rua Noel Rosa, Residencial Recanto da Serra - Sol Nascente CEP 05282-030 e Praça situada à Rua Fausto Ribeiro Filho, Residencial Sol Nascente CEP 05280-100",60000,60000.0,0.0
2007,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1710,"Fomentar Obras e Intervenção do Bairros, pela Subprefeitura de Perus, Atendendo aos Munícipes Desta Região",150000,150000.0,0.0
2008,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1779,Melhorias e Requalificação em Área Pública no Final da Rua Jacaraci,30000,30000.0,0.0
2009,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1782,"Melhorias e Requalificação de Espaço Livre na Rua São Rafael, no Sol Nascente",30000,30000.0,0.0
2010,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1783,Melhorias e Requalificação dos Escadões do Jardim do Russo,30000,30000.0,0.0
2011,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1786,"Melhorias e Requalificação da Área Pública da Rua Pedro de Pastrana, no Sol Nascente",50000,50000.0,0.0
2012,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1792,"Melhorias, com Implantação de Corrimão, nas Escadarias Públicas da Vila Fanton",30000,30000.0,0.0
2013,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1793,Melhorias e Requalificação de Espaço Público localizado na Rua Sorano - Vila Fanton,70000,70000.0,56594.95
2014,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1794,"Melhorias e Requalificação de Área Pública na Rua Antonio de Padua Dias, em Vila Caiuba",30000,30000.0,0.0
2015,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1795,"Melhorias e Requalificação de Espaço Livre Lindeiro ao CDC Perus, na Rua Mogeiro",30000,30000.0,0.0
2016,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1831,"Manutenção da Quadra Esportiva da Praça '' CANHOBA'' Pintura, Traves, Redes e Tela de Proteção e Recapeamento",30000,30000.0,24350.16
2017,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1946,"Melhoria e Requalificação de Praça Pública localizada à Rua Graubern do Monte Lima, em Vila Caiuba",30000,30000.0,0.0
2018,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1949,Melhoria e Requalificação da Praça da Cultura,30000,30000.0,0.0
2019,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1952,Melhorias e Requalificação da Praça Itaberaba II,30000,30000.0,0.0
2020,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1954,"Implantação de Academia de Ginástica para Terceira Idade, Playground e Iluminção na Praça Nova Andradina, Vila Guilherme",30000,0.0,0.0
2021,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1959,Reforma e Requalificação da Praça da Rua Ernesto Bottoni - Vila Fanton,30000,30000.0,0.0
2022,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1963,Implantação de Praça na esquina das Ruas Barretos e Coronel Fabriciano no Sol Nascente,30000,30000.0,0.0
2023,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,1982,Melhorias no CDC Morada do Sol no Bairro Sol Nascente,30000,30000.0,0.0
2024,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PERUS,2182,Manutenção Preventiva e Corretiva do Gramado Sintético do CDC Perus,70000,0.0,0.0
2031,2017,Desporto e Lazer,Desporto Comunitário,PREFEITURA REGIONAL PERUS,1981,Realização da Copa Perus/Anhanguera de Futebol,70000,70000.0,0.0
2055,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PIRITUBA/JARAGUÁ,1967,Readequação do Centro Esportivo de Pirituba,200000,0.0,0.0
2058,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PIRITUBA/JARAGUÁ,1215,Obras nos Limites Administrativos da Prefeitura Regional Pirituba,100000,0.0,0.0
2059,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PIRITUBA/JARAGUÁ,1436,Implantação de Tela de Cobertura da Quadra no Conjunto Habitacional Movimento Unido - Estrada de Taipas,100000,100000.0,0.0
2060,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PIRITUBA/JARAGUÁ,1437,Reforma do Centro Comunitário do Jardim Paquetá - Rua Luiza Erundina,100000,100000.0,0.0
2061,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PIRITUBA/JARAGUÁ,1479,Implantação de Aparelhos para a 3ª Idade,80000,0.0,0.0
2062,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PIRITUBA/JARAGUÁ,1674,"Requalificação com Reforma da Quadra e Implantação de ATI (Equipamentos de Ginástica) e Playground, em Área localizada na Rua Petia",150000,100000.0,0.0
2063,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PIRITUBA/JARAGUÁ,1717,Melhoria de Bairros. Pirituba/Jaraguá,1300000,0.0,0.0
2064,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL PIRITUBA/JARAGUÁ,1773,"Construção de Pista de Skate na Região da Subprefeitura de Pirituba/Jaraguá. Praça Vale das Flores - Rua Vale das Flores, Alt. 753",50000,50000.0,0.0
2092,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1483,Implantação da Praça de Atendimento da Subprefeitura da Freguesia Do Ó / Brasilândia Localizada na Praça Benedicta Cavalheira (Antigo Telecentro),130000,130000.0,0.0
2095,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1213,Obras nos Limites Administrativos da Prefeitura Regional Freguesia do Ó,50000,50000.0,0.0
2096,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1384,"Implantação de Academias de Ginásticas para a Terceira Idade e Playground no Parque Linear do Canivete, no Jardim Damasceno, Brasilândia",50000,50000.0,0.0
2097,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1385,Implantação de Playgrounds em Praças Públicas,100000,100000.0,87969.28
2098,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1389,"Reforma e Requalificação da Praça Cacique Doble, com Implantação de ATI, Playgroud - Vila Siqueira - Brasilândia",100000,100000.0,0.0
2099,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1390,"Reforma e Requalificação da Praça Irene Simões, com Implantação de ATI e Playgroud com Substituição dos Brinquedos Quebrados e Iluminação do Fundo da Praça, localizada ao lado do Nº 327 da Rua Montegolfier Barbieri",50000,50000.0,43865.5
2100,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1391,"Reforma e Requalificação da Quadra, do Alambrado, das Traves do Gol da Praça localizada na Estrada da Cachoeira, na Altura do Nº 160, Jardim Paulistano - Brasilândia",150000,150000.0,0.0
2101,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1394,"Reforma da Praça localizada na Rua Flor de Liz, Esquina com a Rua Berenice na Subprefeitura da Freguesia do Ó/Brasilândia",100000,0.0,0.0
2102,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1469,Implantação de Praça com ATI em Área Pública Municipal Localizada na Rua Hulétia x Rua Mercedes Baravelle Fraga - Vila São João Batista - Brasilândia,300000,300000.0,0.0
2103,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1478,Implantação de Equipamentos de Ginástica na Região da Freguesia do Ó,100000,100000.0,83955.95
2104,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1484,Implantação de Quadra Poliesportiva na Rua Cecília Maria em Frente ao nº 268,150000,0.0,0.0
2105,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1502,"Implantação de Campo com Grama Sintética, Vestiário, Arquibancada, Iluminação, Banheiros e Alambrados, Área de Lazer com Equipamentos para Terceira Idade e Playground, Localizado na Rua Hugo Ítalo Merigo - Jardim Damasceno",30000,30000.0,0.0
2106,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1503,"Regularização do Espaço Público com Reforma da Quadra e Área de Lazer com Implantação de Equipamentos para Terceira Idade e Playground, Localizado na Rua Hugo Ítalo Merigo com a Rua Talha Mar - Jardim Damasceno",30000,30000.0,0.0
2107,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1711,"Fomentar Obras e Intervenção do Bairros, pela Subprefeitura de Brasilândia, Atendendo aos Munícipes Desta Região",300000,300000.0,0.0
2108,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1719,Melhoria do Bairro Freguesia do Ó,200000,200000.0,0.0
2109,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1908,"Implantação de ATI e Manutenção Geral da Praça Divino Pai Eterno, Cep 02814-190, Brasilândia, Bancos, Brinquedos,Paisagismo Mais Corredor, Mais Extensão, Calçadão",230000,230000.0,0.0
2111,2017,Urbanismo,Serviços Urbanos,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1470,Implantação de Corrimão em Escadão Localizado na Rua Mercedes Baravelle Fraga nº 186 x Rua Almir Dehar nº 497/515 - Vila São João Batista - Brasilândia,50000,50000.0,0.0
2112,2017,Urbanismo,Serviços Urbanos,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1471,Implantação de Corrimão em Escadão Localizado na Rua Doutor Augusto Viana s/nº x Rua Almir Dehar nº 372 - Vila Icaraí - Brasilândia,50000,50000.0,41386.52
2113,2017,Urbanismo,Serviços Urbanos,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1482,Reforma do Escadão Localizado no Final da Rua Cavatton Que Compreende a Rua José Nicolini em Frente ao nº 250,30000,30000.0,0.0
2114,2017,Urbanismo,Serviços Urbanos,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1501,"Construção do Muro de Arrimo em Área de Risco, Localizado na Rua Amadeo Menochi na Altura do nº 302 - Vila São João Batista - Brasilândia",110000,110000.0,0.0
2120,2017,Desporto e Lazer,Desporto de Rendimento,PREFEITURA REGIONAL FREGUESIA/BRASILANDIA,1178,Campeonatos Esportivos,50000,50000.0,0.0
2143,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1216,Obras nos Limites Administrativos da Prefeitura Regional Casa Verde,0,100000.0,0.0
2144,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1216,Obras nos Limites Administrativos da Prefeitura Regional Casa Verde,100000,0.0,0.0
2145,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1356,"Reforma de Quadra com Implantação de Alambrado e Iluminação na Praça localizada na Avenida Inajar de Souza, Alt. 2108",100000,100000.0,0.0
2146,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1393,Revitalização da Praça Dalva Aparecida dos Santos e Implantação de Aparelhos de Ginástica,70000,70000.0,0.0
2147,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1460,Melhoria e Conserto de Equipamentos Públicos no Bairro,150000,20000.0,0.0
2148,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1480,Implantação de Equipamentos de Ginástica,50000,50000.0,0.0
2149,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1481,Construção de Quadra Poliesportiva Localizada na Avenida Inajar De Souza Esquina com a Rua Capitão José Machado,200000,200000.0,0.0
2150,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1663,"Construção de Escadas na Viela, localizada Próxima à Rua Gervazio Leite Rebello, Altura do Número 1270A - Jardim Peri Alto, Subprefeitura de Casa Verde",0,150000.0,0.0
2151,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1663,"Construção de Escadas na Viela, localizada Próxima à Rua Gervazio Leite Rebello, Altura do Número 1270A - Jardim Peri Alto, Subprefeitura de Casa Verde",150000,0.0,0.0
2152,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1784,"Melhorias e Implantação de duas Praças em Áreas Públicas localizadas na Rua Palmas de São Moisés, no Jardim Antártica",70000,70000.0,0.0
2153,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1785,"Melhorias e Requalificação de Escadão na Comunidade do Flamengo, Jardim Peri",30000,30000.0,0.0
2154,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1791,"Reforma do Campo de Futebol do Guarani, no Jardim Peri",100000,100000.0,0.0
2155,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1940,Melhoria e Requalificação da Praça Padre Francisco Pinto,50000,50000.0,0.0
2156,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1980,"Instalação de Grama Sintética no Campo Society, localizado na Rua Hortência - ER Cachoeirinha",500000,0.0,0.0
2158,2017,Urbanismo,Serviços Urbanos,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1664,"Revitalização da Viela Macedo de Souza, Jardim Peri, Subprefeitura de Casa Verde",130000,130000.0,0.0
2164,2017,Desporto e Lazer,Desporto Comunitário,PREFEITURA REGIONAL  CASA VERDE/CACHOEIRINHA,1983,Festival de esporte comunitário da Zona norte,30000,30000.0,0.0
2185,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL SANTANA/TUCURUVI,1775,"Melhorias em Área Pública localizada entre os Números 6610 e 6700 da Avenida Engenheiro Caetano Álvares, com Contrução de Pista de Bicicross, Implantação de AGTI e Playground para Crianças",50000,50000.0,43983.92
2186,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL SANTANA/TUCURUVI,1798,Revitalização da Quadra do Cingapura Jardim Maninos,100000,100000.0,0.0
2215,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DE JAÇANÃ-TREMEMBÉ- PR-JT,1675,"Projeto e Construção de Muro de Arrimo, Rua São José - Tremembé - Subprefeitura Jaçanã/Tremembé",600000,600000.0,0.0
2216,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DE JAÇANÃ-TREMEMBÉ- PR-JT,1737,Campo de Futebol na Região do Jaçanã,400000,400000.0,0.0
2217,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DE JAÇANÃ-TREMEMBÉ- PR-JT,1953,"Melhorias e Requalificação da Praça Apuanã, no Jaçanã",30000,0.0,0.0
2223,2017,Saneamento,Saneamento Básico Urbano,PREFEITURA REGIONAL DE JAÇANÃ-TREMEMBÉ- PR-JT,2161,Manutenção do Córrego da Paciência,50000,50000.0,0.0
2225,2017,Comércio e Serviços,Turismo,PREFEITURA REGIONAL DE JAÇANÃ-TREMEMBÉ- PR-JT,1428,Promoção do Turismo,50000,50000.0,0.0
2246,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL VILA MARIA/ VILA GUILHERME,1508,"Reforma de Vestiários, Campo de Área Municipal Situado no Jardim Guança, Quadrante entre Rua Cabo Norberto Enrique Weber, Rua Soldado Alcebíades da Cunha e Rua Soldado José de Andrade",200000,200000.0,0.0
2247,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL VILA MARIA/ VILA GUILHERME,1721,Melhoria de Bairro - Vila Maria,100000,0.0,0.0
2248,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL VILA MARIA/ VILA GUILHERME,1817,Reforma de Praças,230000,230000.0,0.0
2276,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DA LAPA,1395,Manutenção e Reforma de Praças na Subprefeitura Lapa,400000,210000.0,0.0
2277,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DA LAPA,1441,Construção de Quadra Poliesportiva e Implantação de ATI - Academia de Terceira Idade e Playground - Rua José Maria da Silva - Jaguaré,150000,150000.0,0.0
2278,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DA LAPA,1718,Melhoria de Bairros Lapa,300000,300000.0,0.0
2279,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DA LAPA,1758,"Reforma, Manutenção e Demais Atividades de Zeladoria do CDC Vila Jaguara, na Subprefeitura da Lapa",300000,300000.0,0.0
2280,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DA LAPA,1778,Contratação de Projeto para Implantação de Iluminação no CDC Vila Piauí,30000,30000.0,0.0
2281,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DA LAPA,1797,Melhorias e Requalificação da Quadra e do Vestiário do Conjunto Habitacional Cingapura Água Branca,30000,30000.0,0.0
2282,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DA LAPA,1941,Melhorias e Requalificação da Praça Cyla Reimundini,30000,30000.0,0.0
2283,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DA LAPA,1942,Programa Continuado de Melhorias nas Praças Almir Ballestero e Nova Lapa,30000,30000.0,0.0
2284,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DA LAPA,1943,"Melhorias e Requalificação, com Implantação de Parcão, na Praça Amadeu Decome",30000,30000.0,0.0
2285,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DA LAPA,1944,"Melhorias e Requalificação, com Implantação de Parcão, na Praça Noeli Carli Lacerda",30000,0.0,0.0
2286,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL DA LAPA,1947,Melhorias e Requalificação da Praça Major Guilherme Barbosa,30000,0.0,0.0
2288,2017,Urbanismo,Serviços Urbanos,PREFEITURA REGIONAL DA LAPA,1486,Manutenção e Reforma de Calçadas,0,0.0,0.0
2289,2017,Urbanismo,Serviços Urbanos,PREFEITURA REGIONAL DA LAPA,1486,Manutenção e Reforma de Calçadas,0,600000.0,0.0
2290,2017,Urbanismo,Serviços Urbanos,PREFEITURA REGIONAL DA LAPA,1486,Manutenção e Reforma de Calçadas,800000,200000.0,0.0
2291,2017,Urbanismo,Serviços Urbanos,PREFEITURA REGIONAL DA LAPA,1491,Remoção de Árvores,800000,800000.0,0.0
2296,2017,Saneamento,Saneamento Básico Urbano,PREFEITURA REGIONAL DA LAPA,1485,Obras de Drenagem,400000,0.0,0.0
2322,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL SÉ,1361,Aquisição e Instalação de Aparelhos de Exercício Físico para a Praça Engenheiro Sérgio Salvadori,30000,30000.0,0.0
2323,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL SÉ,1720,"Melhoria de Bairro, Subprefeitura da Sé",200000,50000.0,0.0
2353,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL BUTANTA,1217,Obras nos Limites Administrativos da Prefeitura Regional Butantã,100000,100000.0,0.0
2354,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL BUTANTA,1301,Melhorias na Chácara do Jockey,1000000,1000000.0,0.0
2355,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL BUTANTA,1354,"Reforma e Manutenção da Pista de Skate localizada no Endereço Praça Professor João Alves da Silva (Esquina da Rua George Eastman com Rua Ministro Nelson Hungria), Bairro Real Parque, São Paulo",30000,30000.0,0.0
2356,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL BUTANTA,1355,Construção da Praça na Rua Desidério Ferreira com a Rua Frei Bonifácio Dux - Jd. Monte Kemel,200000,200000.0,0.0
2357,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL BUTANTA,1360,Recuperação da Praça Vera Ferraz Donnini,100000,134000.0,0.0
2358,2017,Urbanismo,Infra-Estrutura Urbana,PREFEITURA REGIONAL BUTANTA,1429,Colaboração com Ações de Politicas Públicas,2000000,2000000.0,0.0
